year,longitude,latitude,gdp_pwt,pop_pwt,gdppc,ln_gdppc,name_1,name_2
2021,139.5,-7.0,39.7926,0.0026,15411.1061,9.6428,Papua,Mappi
2022,139.5,-7.0,40.2401,0.0026,15428.8138,9.644,Papua,Mappi
2012,139.5,-6.75,1.352,0.0001,14589.9113,9.5881,Papua,Mappi
2013,139.5,-6.75,1.3656,0.0001,14756.1787,9.5994,Papua,Mappi
2014,139.5,-6.75,1.6302,0.0001,12805.7891,9.4577,Papua,Mappi
2015,139.5,-6.75,1.5635,0.0001,12290.316,9.4166,Papua,Mappi
2016,139.5,-6.75,1.704,0.0001,13003.7032,9.473,Papua,Mappi
2017,139.5,-6.75,1.6515,0.0001,12712.8473,9.4504,Papua,Mappi
2018,139.5,-6.75,1.7684,0.0001,13414.1473,9.5041,Papua,Mappi
2019,139.5,-6.75,1.9974,0.0001,14281.4014,9.5667,Papua,Mappi
2020,139.5,-6.75,1.9285,0.0001,13740.0018,9.5281,Papua,Mappi
2021,139.5,-6.75,6.8245,0.0004,17464.5558,9.7679,Papua,Mappi
2022,139.5,-6.75,4.3173,0.0003,15580.7427,9.6538,Papua,Mappi
2012,139.5,-6.5,3.0569,0.0002,14137.6959,9.5566,Papua,Mappi
2013,139.5,-6.5,3.112,0.0002,14208.521,9.5616,Papua,Mappi
2014,139.5,-6.5,5.4093,0.0003,16113.2035,9.6874,Papua,Mappi
2015,139.5,-6.5,5.3452,0.0003,15836.0851,9.67,Papua,Mappi
2016,139.5,-6.5,5.4899,0.0003,15865.9688,9.6719,Papua,Mappi
2017,139.5,-6.5,6.4207,0.0003,18570.4015,9.8293,Papua,Mappi
2018,139.5,-6.5,6.1137,0.0003,17858.3183,9.7902,Papua,Mappi
2019,139.5,-6.5,6.6459,0.0004,17835.0701,9.7889,Papua,Mappi
2020,139.5,-6.5,6.2861,0.0004,16614.621,9.718,Papua,Mappi
2021,139.5,-6.5,16.1473,0.0009,17956.1669,9.7957,Papua,Mappi
2022,139.5,-6.5,4.1682,0.0003,16100.3083,9.6866,Papua,Mappi
2012,139.5,-6.25,3.6531,0.0003,13288.2359,9.4946,Papua,Mappi
2013,139.5,-6.25,3.6724,0.0003,13178.7447,9.4864,Papua,Mappi
2014,139.5,-6.25,4.1672,0.0003,13806.3876,9.5329,Papua,Mappi
2015,139.5,-6.25,4.14,0.0003,13679.2071,9.5236,Papua,Mappi
2016,139.5,-6.25,4.3354,0.0003,13794.6607,9.532,Papua,Mappi
2017,139.5,-6.25,5.8497,0.0004,16385.5445,9.7042,Papua,Mappi
2018,139.5,-6.25,6.2923,0.0004,17542.2929,9.7724,Papua,Mappi
2019,139.5,-6.25,6.867,0.0004,17471.1978,9.7683,Papua,Mappi
2020,139.5,-6.25,6.5521,0.0004,16392.2825,9.7046,Papua,Mappi
2021,139.5,-6.25,18.174,0.001,18789.0947,9.841,Papua,Mappi
2022,139.5,-6.25,4.7183,0.0003,16088.4853,9.6859,Papua,Mappi
2012,139.5,-6.0,3.0305,0.0002,14570.4129,9.5867,Papua,Mappi
2013,139.5,-6.0,3.1035,0.0002,14722.7039,9.5971,Papua,Mappi
2014,139.5,-6.0,3.2107,0.0002,14752.2221,9.5991,Papua,Mappi
2015,139.5,-6.0,3.2176,0.0002,14793.5448,9.6019,Papua,Mappi
2016,139.5,-6.0,3.38,0.0002,13756.9026,9.5293,Papua,Mappi
2017,139.5,-6.0,3.466,0.0002,14177.0372,9.5594,Papua,Mappi
2018,139.5,-6.0,3.7622,0.0002,15533.8587,9.6508,Papua,Mappi
2019,139.5,-6.0,3.8757,0.0003,14714.4401,9.5966,Papua,Mappi
2020,139.5,-6.0,3.8185,0.0003,14384.6901,9.5739,Papua,Mappi
2021,139.5,-6.0,10.7465,0.0006,16913.8024,9.7359,Papua,Mappi
2022,139.5,-6.0,3.7522,0.0002,18739.1482,9.8384,Papua,Mappi
2012,139.5,-5.75,2.7825,0.0002,18259.4154,9.8124,Papua,Mappi
2013,139.5,-5.75,2.9462,0.0002,18726.8441,9.8377,Papua,Mappi
2014,139.5,-5.75,13.6091,0.0002,88374.3063,11.3893,Papua,Mappi
2015,139.5,-5.75,2.4318,0.0002,15593.9172,9.6546,Papua,Mappi
2016,139.5,-5.75,3.1451,0.0002,16084.7014,9.6856,Papua,Mappi
2017,139.5,-5.75,3.2961,0.0002,17048.9696,9.7438,Papua,Mappi
2018,139.5,-5.75,3.5582,0.0002,18820.6426,9.8427,Papua,Mappi
2019,139.5,-5.75,3.6003,0.0002,17545.1337,9.7725,Papua,Mappi
2020,139.5,-5.75,3.5906,0.0002,17390.9153,9.7637,Papua,Mappi
2021,139.5,-5.75,8.4076,0.0005,17662.421,9.7792,Papua,Mappi
2022,139.5,-5.75,2.1232,0.0001,14996.7089,9.6156,Papua,Mappi
2012,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2013,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2014,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2015,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2016,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2017,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2018,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2019,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2020,139.5,-5.5,0.0,0.0,0.0,,Papua,Mappi
2021,139.5,-5.5,1.6244,0.0001,17026.213,9.7425,Papua,Mappi
2022,139.5,-5.5,10.0825,0.0006,16898.1578,9.735,Papua,Mappi
2012,139.5,-5.25,33.1764,0.0024,13758.0177,9.5294,Papua,Mappi
2013,139.5,-5.25,33.1421,0.0024,13553.6856,9.5144,Papua,Mappi
2014,139.5,-5.25,34.5449,0.0025,14096.7651,9.5537,Papua,Mappi
2015,139.5,-5.25,34.0424,0.0024,14113.8861,9.5549,Papua,Mappi
2016,139.5,-5.25,8.1424,0.0005,15063.8811,9.6201,Papua,Mappi
2017,139.5,-5.25,8.2929,0.0005,15680.9753,9.6602,Papua,Mappi
2018,139.5,-5.25,8.8649,0.0005,17009.1643,9.7415,Papua,Mappi
2019,139.5,-5.25,9.3146,0.0005,17214.8769,9.7535,Papua,Mappi
2020,139.5,-5.25,8.846,0.0005,16226.6578,9.6944,Papua,Mappi
2021,139.5,-5.25,26.9383,0.0014,18756.9324,9.8393,Papua,Mappi
2022,139.5,-5.25,19.5689,0.0011,17277.1906,9.7571,Papua,Mappi
2012,139.75,-7.25,3.1584,0.0002,13572.6999,9.5158,Papua,Mappi
2013,139.75,-7.25,3.2391,0.0002,13695.9398,9.5249,Papua,Mappi
2014,139.75,-7.25,5.3426,0.0003,16212.0712,9.6935,Papua,Mappi
2015,139.75,-7.25,5.3564,0.0003,16164.0815,9.6905,Papua,Mappi
2016,139.75,-7.25,7.8617,0.0005,15899.6814,9.6741,Papua,Mappi
2017,139.75,-7.25,7.9142,0.0005,16855.7021,9.7324,Papua,Mappi
2018,139.75,-7.25,7.3449,0.0004,16832.2308,9.7311,Papua,Mappi
2019,139.75,-7.25,8.369,0.0005,17782.369,9.786,Papua,Mappi
2020,139.75,-7.25,8.2259,0.0005,17355.8448,9.7617,Papua,Mappi
2021,139.75,-7.25,6.8758,0.0004,17021.1235,9.7422,Papua,Mappi
2022,139.75,-7.25,17.1996,0.0009,18287.7686,9.814,Papua,Mappi
2012,139.75,-7.0,1.4247,0.0001,12354.1872,9.4218,Papua,Mappi
2013,139.75,-7.0,1.4302,0.0001,12094.2854,9.4005,Papua,Mappi
2014,139.75,-7.0,3.0439,0.0002,17338.7143,9.7607,Papua,Mappi
2015,139.75,-7.0,3.0497,0.0002,17282.3252,9.7574,Papua,Mappi
2016,139.75,-7.0,3.2003,0.0002,15249.5772,9.6323,Papua,Mappi
2017,139.75,-7.0,3.2914,0.0002,16250.7123,9.6959,Papua,Mappi
2018,139.75,-7.0,3.5422,0.0002,18243.1948,9.8115,Papua,Mappi
2019,139.75,-7.0,3.6538,0.0002,17543.8615,9.7725,Papua,Mappi
2020,139.75,-7.0,3.6151,0.0002,16845.8097,9.7319,Papua,Mappi
2021,139.75,-7.0,6.8716,0.0004,17010.7171,9.7416,Papua,Mappi
2022,139.75,-7.0,1.8283,0.0001,14579.5543,9.5874,Papua,Mappi
2012,139.75,-6.75,14.7175,0.0009,17200.6798,9.7527,Papua,Mappi
2013,139.75,-6.75,14.8575,0.0009,17139.8509,9.7492,Papua,Mappi
2014,139.75,-6.75,14.4864,0.0008,17083.1207,9.7458,Papua,Mappi
2015,139.75,-6.75,13.8476,0.0009,16281.6783,9.6978,Papua,Mappi
2016,139.75,-6.75,25.9295,0.0016,16225.8801,9.6944,Papua,Mappi
2017,139.75,-6.75,23.1861,0.0013,17530.0752,9.7717,Papua,Mappi
2018,139.75,-6.75,21.7598,0.0012,18645.3509,9.8334,Papua,Mappi
2019,139.75,-6.75,24.0889,0.0013,19214.6976,9.8634,Papua,Mappi
2020,139.75,-6.75,22.8012,0.0013,18050.2927,9.8009,Papua,Mappi
2021,139.75,-6.75,11.3618,0.0007,16858.9129,9.7326,Papua,Mappi
2022,139.75,-6.75,9.5564,0.0005,20814.3651,9.9434,Papua,Mappi
2012,139.75,-6.5,1.4226,0.0001,12336.1443,9.4203,Papua,Mappi
2013,139.75,-6.5,1.4279,0.0001,12510.3864,9.4343,Papua,Mappi
2014,139.75,-6.5,3.1338,0.0002,16065.753,9.6844,Papua,Mappi
2015,139.75,-6.5,3.1396,0.0002,16106.2058,9.687,Papua,Mappi
2016,139.75,-6.5,3.5202,0.0003,13432.1206,9.5054,Papua,Mappi
2017,139.75,-6.5,3.4977,0.0002,14013.6049,9.5478,Papua,Mappi
2018,139.75,-6.5,3.7088,0.0002,15121.8534,9.6239,Papua,Mappi
2019,139.75,-6.5,3.87,0.0003,14924.3089,9.6107,Papua,Mappi
2020,139.75,-6.5,3.7318,0.0003,14332.6044,9.5703,Papua,Mappi
2021,139.75,-6.5,9.1128,0.0005,17167.2708,9.7508,Papua,Mappi
2022,139.75,-6.5,17.9064,0.001,17867.3304,9.7907,Papua,Mappi
2012,139.75,-6.25,23.7894,0.0014,16693.9736,9.7228,Papua,Mappi
2013,139.75,-6.25,23.8841,0.0014,16602.7397,9.7173,Papua,Mappi
2014,139.75,-6.25,24.7755,0.0015,16586.1824,9.7163,Papua,Mappi
2015,139.75,-6.25,24.57,0.0015,16392.0422,9.7046,Papua,Mappi
2016,139.75,-6.25,26.3436,0.0017,15681.3687,9.6602,Papua,Mappi
2017,139.75,-6.25,26.4471,0.0016,16832.2024,9.731,Papua,Mappi
2018,139.75,-6.25,28.1641,0.0016,17872.7896,9.791,Papua,Mappi
2019,139.75,-6.25,30.4902,0.0016,18527.2453,9.827,Papua,Mappi
2020,139.75,-6.25,30.868,0.0018,17021.8157,9.7423,Papua,Mappi
2021,139.75,-6.25,61.9862,0.004,15340.9217,9.6383,Papua,Mappi
2022,139.75,-6.25,72.0897,0.0047,15456.4361,9.6458,Papua,Mappi
2012,139.75,-6.0,3.0287,0.0002,14279.2927,9.5666,Papua,Mappi
2013,139.75,-6.0,3.0961,0.0002,14406.4541,9.5754,Papua,Mappi
2014,139.75,-6.0,3.39,0.0002,13645.1331,9.5211,Papua,Mappi
2015,139.75,-6.0,3.3563,0.0003,13352.9899,9.4995,Papua,Mappi
2016,139.75,-6.0,6.5817,0.0004,15680.9079,9.6602,Papua,Mappi
2017,139.75,-6.0,32.8887,0.0021,15706.6332,9.6618,Papua,Mappi
2018,139.75,-6.0,34.9632,0.0021,16640.5959,9.7196,Papua,Mappi
2019,139.75,-6.0,39.0223,0.0023,16794.1032,9.7288,Papua,Mappi
2020,139.75,-6.0,37.4721,0.0023,15949.4128,9.6772,Papua,Mappi
2021,139.75,-6.0,74.175,0.0051,14508.8975,9.5825,Papua,Mappi
2022,139.75,-6.0,17.5473,0.0009,18921.9311,9.8481,Papua,Mappi
2012,140.0,-7.25,2.8506,0.0002,18214.3191,9.81,Papua,Mappi
2013,140.0,-7.25,2.9683,0.0002,18504.5489,9.8258,Papua,Mappi
2014,140.0,-7.25,5.7706,0.0004,15878.3392,9.6727,Papua,Mappi
2015,140.0,-7.25,5.5951,0.0004,15362.3954,9.6397,Papua,Mappi
2016,140.0,-7.25,9.6074,0.0006,14943.8603,9.6121,Papua,Mappi
2017,140.0,-7.25,8.8819,0.0006,15588.5407,9.6543,Papua,Mappi
2018,140.0,-7.25,8.8201,0.0005,17124.7841,9.7483,Papua,Mappi
2019,140.0,-7.25,9.287,0.0006,16846.0581,9.7319,Papua,Mappi
2020,140.0,-7.25,8.949,0.0006,15997.7634,9.6802,Papua,Mappi
2021,140.0,-7.25,3.7517,0.0002,16650.4756,9.7202,Papua,Mappi
2022,140.0,-7.25,4.2132,0.0003,15780.8674,9.6666,Papua,Mappi
2012,140.0,-7.0,1.3545,0.0001,15121.1835,9.6239,Papua,Mappi
2013,140.0,-7.0,1.3593,0.0001,15371.6595,9.6403,Papua,Mappi
2014,140.0,-7.0,1.7727,0.0001,13181.4577,9.4866,Papua,Mappi
2015,140.0,-7.0,1.7399,0.0001,12847.9417,9.4609,Papua,Mappi
2016,140.0,-7.0,3.8543,0.0003,13591.9456,9.5172,Papua,Mappi
2017,140.0,-7.0,3.526,0.0003,13732.9346,9.5276,Papua,Mappi
2018,140.0,-7.0,3.6064,0.0002,16114.1363,9.6875,Papua,Mappi
2019,140.0,-7.0,3.7647,0.0002,15175.3962,9.6274,Papua,Mappi
2020,140.0,-7.0,3.7253,0.0002,14950.2883,9.6125,Papua,Mappi
2021,140.0,-7.0,1.1082,0.0001,15824.5527,9.6693,Papua,Mappi
2022,140.0,-7.0,15.2254,0.0009,17629.3536,9.7773,Papua,Mappi
2012,140.0,-6.75,100.8931,0.0079,12788.8815,9.4563,Papua,Mappi
2013,140.0,-6.75,102.3577,0.008,12837.6001,9.4601,Papua,Mappi
2014,140.0,-6.75,103.5011,0.0078,13202.8193,9.4882,Papua,Mappi
2015,140.0,-6.75,103.6521,0.0079,13175.7365,9.4861,Papua,Mappi
2016,140.0,-6.75,184.0155,0.0149,12387.2488,9.4244,Papua,Mappi
2017,140.0,-6.75,173.9038,0.0122,14210.9724,9.5618,Papua,Mappi
2018,140.0,-6.75,166.8514,0.0108,15455.4879,9.6457,Papua,Mappi
2019,140.0,-6.75,191.6539,0.0116,16572.1979,9.7155,Papua,Mappi
2020,140.0,-6.75,183.0513,0.0117,15703.5943,9.6616,Papua,Mappi
2021,140.0,-6.75,91.2504,0.0058,15630.2036,9.657,Papua,Mappi
2022,140.0,-6.75,59.3445,0.0036,16296.0573,9.6987,Papua,Mappi
2012,140.0,-6.5,1.1543,0.0001,15357.6302,9.6394,Papua,Mappi
2013,140.0,-6.5,1.1494,0.0001,15104.6887,9.6228,Papua,Mappi
2014,140.0,-6.5,1.2043,0.0001,15038.6925,9.6184,Papua,Mappi
2015,140.0,-6.5,1.1727,0.0001,14469.2953,9.5798,Papua,Mappi
2016,140.0,-6.5,1.828,0.0001,12939.7451,9.4681,Papua,Mappi
2017,140.0,-6.5,1.7791,0.0001,13276.5712,9.4938,Papua,Mappi
2018,140.0,-6.5,1.6717,0.0001,12779.6553,9.4556,Papua,Mappi
2019,140.0,-6.5,1.9815,0.0001,14377.2453,9.5734,Papua,Mappi
2020,140.0,-6.5,1.9201,0.0001,13881.4979,9.5383,Papua,Mappi
2021,140.0,-6.5,4.1513,0.0003,14503.7339,9.5822,Papua,Mappi
2022,140.0,-6.5,1.5033,0.0001,16702.2171,9.7233,Papua,Mappi
2012,137.5,-8.5,1.4211,0.0001,11501.9539,9.3503,Papua,Merauke
2013,137.5,-8.5,1.724,0.0001,12701.6679,9.4495,Papua,Merauke
2014,137.5,-8.5,1.8187,0.0001,12931.1476,9.4674,Papua,Merauke
2015,137.5,-8.5,1.7582,0.0001,12509.3262,9.4342,Papua,Merauke
2016,137.5,-8.5,3.5934,0.0003,13500.3572,9.5105,Papua,Merauke
2017,137.5,-8.5,3.3279,0.0002,14855.2514,9.6061,Papua,Merauke
2018,137.5,-8.5,10.1634,0.0006,16493.103,9.7107,Papua,Merauke
2019,137.5,-8.5,11.229,0.0007,16921.7061,9.7364,Papua,Merauke
2020,137.5,-8.5,10.6825,0.0007,16011.0209,9.681,Papua,Merauke
2021,137.5,-8.5,4.5946,0.0003,14793.6621,9.602,Papua,Merauke
2022,137.5,-8.5,6.6283,0.0004,18780.1743,9.8406,Papua,Merauke
2012,137.5,-8.25,0.2577,0.0,20853.9514,9.9453,Papua,Merauke
2013,137.5,-8.25,0.253,0.0,20502.3759,9.9283,Papua,Merauke
2014,137.5,-8.25,0.2513,0.0,20401.2196,9.9233,Papua,Merauke
2015,137.5,-8.25,0.2395,0.0,19450.0336,9.8756,Papua,Merauke
2016,137.5,-8.25,0.761,0.0,19563.1347,9.8814,Papua,Merauke
2017,137.5,-8.25,0.4614,0.0,15552.1085,9.652,Papua,Merauke
2018,137.5,-8.25,0.4627,0.0,21562.1897,9.9787,Papua,Merauke
2019,137.5,-8.25,0.4914,0.0,20054.4607,9.9062,Papua,Merauke
2020,137.5,-8.25,0.4766,0.0,19526.5928,9.8795,Papua,Merauke
2021,137.5,-8.25,0.0,0.0,0.0,,Papua,Merauke
2022,137.5,-8.25,0.1538,0.0,25341.8687,10.1402,Papua,Merauke
2012,137.75,-8.5,8.6966,0.0006,15245.9784,9.6321,Papua,Merauke
2013,137.75,-8.5,8.8517,0.0006,14996.9115,9.6156,Papua,Merauke
2014,137.75,-8.5,9.0252,0.0006,15369.1535,9.6401,Papua,Merauke
2015,137.75,-8.5,8.9843,0.0006,15203.4262,9.6293,Papua,Merauke
2016,137.75,-8.5,17.8368,0.0011,15725.1853,9.663,Papua,Merauke
2017,137.75,-8.5,15.8945,0.0009,17093.8141,9.7465,Papua,Merauke
2018,137.75,-8.5,14.5327,0.0008,18373.2913,9.8187,Papua,Merauke
2019,137.75,-8.5,15.4438,0.0009,18052.0019,9.801,Papua,Merauke
2020,137.75,-8.5,17.1573,0.001,17444.9859,9.7668,Papua,Merauke
2021,137.75,-8.5,7.7117,0.0005,17112.5465,9.7476,Papua,Merauke
2022,137.75,-8.5,10.8056,0.0006,17150.8178,9.7498,Papua,Merauke
2012,137.75,-8.25,14.653,0.0009,15954.2402,9.6775,Papua,Merauke
2013,137.75,-8.25,14.9029,0.001,15583.9291,9.654,Papua,Merauke
2014,137.75,-8.25,15.242,0.0009,16050.4638,9.6835,Papua,Merauke
2015,137.75,-8.25,15.1177,0.001,15913.0933,9.6749,Papua,Merauke
2016,137.75,-8.25,25.9704,0.0018,14446.8028,9.5782,Papua,Merauke
2017,137.75,-8.25,22.7318,0.0015,15421.4506,9.6435,Papua,Merauke
2018,137.75,-8.25,20.9507,0.0013,16427.2234,9.7067,Papua,Merauke
2019,137.75,-8.25,23.5802,0.0014,17109.1783,9.7474,Papua,Merauke
2020,137.75,-8.25,22.5965,0.0014,16252.5613,9.696,Papua,Merauke
2021,137.75,-8.25,9.9475,0.0006,16696.5213,9.723,Papua,Merauke
2022,137.75,-8.25,7.199,0.0004,17447.6241,9.767,Papua,Merauke
2012,137.75,-8.0,6.4997,0.0004,15663.9755,9.6591,Papua,Merauke
2013,137.75,-8.0,6.9892,0.0004,16260.8051,9.6965,Papua,Merauke
2014,137.75,-8.0,7.8233,0.0005,14971.2778,9.6139,Papua,Merauke
2015,137.75,-8.0,7.822,0.0005,14920.1466,9.6105,Papua,Merauke
2016,137.75,-8.0,15.2904,0.001,16043.0905,9.683,Papua,Merauke
2017,137.75,-8.0,13.8732,0.0008,17499.703,9.7699,Papua,Merauke
2018,137.75,-8.0,11.0685,0.0007,15765.6571,9.6656,Papua,Merauke
2019,137.75,-8.0,12.6415,0.0007,17009.2144,9.7415,Papua,Merauke
2020,137.75,-8.0,12.1148,0.0008,16140.2218,9.6891,Papua,Merauke
2021,137.75,-8.0,6.5445,0.0004,17763.1669,9.7849,Papua,Merauke
2022,137.75,-8.0,3.6937,0.0002,19122.997,9.8586,Papua,Merauke
2012,137.75,-7.75,0.1099,0.0,106752.4074,11.5783,Papua,Merauke
2013,137.75,-7.75,0.1107,0.0,107620.7745,11.5864,Papua,Merauke
2014,137.75,-7.75,0.1019,0.0,99215.7579,11.5051,Papua,Merauke
2015,137.75,-7.75,0.1152,0.0,112291.9554,11.6289,Papua,Merauke
2016,137.75,-7.75,0.1165,0.0,22758.6042,10.0327,Papua,Merauke
2017,137.75,-7.75,0.1303,0.0,42470.4008,10.6566,Papua,Merauke
2018,137.75,-7.75,0.1329,0.0,65042.9105,11.0828,Papua,Merauke
2019,137.75,-7.75,0.1441,0.0,70560.3967,11.1642,Papua,Merauke
2020,137.75,-7.75,0.1326,0.0,43471.9938,10.6799,Papua,Merauke
2021,137.75,-7.75,0.0,0.0,,,Papua,Merauke
2022,137.75,-7.75,0.0,0.0,,,Papua,Merauke
2012,138.0,-8.5,9.0917,0.0006,15093.8706,9.622,Papua,Merauke
2013,138.0,-8.5,9.2066,0.0006,14823.5497,9.604,Papua,Merauke
2014,138.0,-8.5,9.6703,0.0007,14833.9038,9.6047,Papua,Merauke
2015,138.0,-8.5,9.6302,0.0007,14666.832,9.5933,Papua,Merauke
2016,138.0,-8.5,20.3855,0.0013,15353.204,9.6391,Papua,Merauke
2017,138.0,-8.5,16.3302,0.0011,15499.2268,9.6485,Papua,Merauke
2018,138.0,-8.5,15.747,0.0009,17732.05,9.7831,Papua,Merauke
2019,138.0,-8.5,17.7981,0.001,18389.9342,9.8196,Papua,Merauke
2020,138.0,-8.5,17.2964,0.001,17641.17,9.778,Papua,Merauke
2021,138.0,-8.5,7.589,0.0004,17718.2006,9.7823,Papua,Merauke
2022,138.0,-8.5,3.9949,0.0002,17100.8074,9.7469,Papua,Merauke
2012,138.0,-8.25,7.8637,0.0005,14715.4522,9.5967,Papua,Merauke
2013,138.0,-8.25,7.9522,0.0005,14619.1104,9.5901,Papua,Merauke
2014,138.0,-8.25,9.0153,0.0006,15793.9665,9.6674,Papua,Merauke
2015,138.0,-8.25,8.8304,0.0006,15452.7662,9.6455,Papua,Merauke
2016,138.0,-8.25,15.7361,0.001,15685.2028,9.6605,Papua,Merauke
2017,138.0,-8.25,15.4128,0.0009,17418.9147,9.7653,Papua,Merauke
2018,138.0,-8.25,14.6013,0.0008,18580.0225,9.8298,Papua,Merauke
2019,138.0,-8.25,15.6687,0.0008,18491.4805,9.8251,Papua,Merauke
2020,138.0,-8.25,15.0714,0.0009,17536.5675,9.772,Papua,Merauke
2021,138.0,-8.25,6.1395,0.0003,17686.9873,9.7806,Papua,Merauke
2022,138.0,-8.25,8.1891,0.0004,18487.9158,9.8249,Papua,Merauke
2012,138.0,-8.0,22.8231,0.0015,14896.5462,9.6089,Papua,Merauke
2013,138.0,-8.0,23.0542,0.0016,14847.7899,9.6056,Papua,Merauke
2014,138.0,-8.0,27.9087,0.0019,14944.9316,9.6121,Papua,Merauke
2015,138.0,-8.0,27.8721,0.0019,14910.7701,9.6098,Papua,Merauke
2016,138.0,-8.0,51.9041,0.0036,14461.3083,9.5792,Papua,Merauke
2017,138.0,-8.0,40.8011,0.0029,14306.5078,9.5685,Papua,Merauke
2018,138.0,-8.0,36.5617,0.0024,15147.0502,9.6256,Papua,Merauke
2019,138.0,-8.0,38.8657,0.0026,14923.5307,9.6107,Papua,Merauke
2020,138.0,-8.0,40.1602,0.0027,15134.5696,9.6247,Papua,Merauke
2021,138.0,-8.0,22.5544,0.0013,17415.2324,9.7651,Papua,Merauke
2022,138.0,-8.0,15.0528,0.0008,19058.6316,9.8553,Papua,Merauke
2012,138.0,-7.75,14.6027,0.0009,16320.1952,9.7002,Papua,Merauke
2013,138.0,-7.75,14.8147,0.0009,16297.8658,9.6988,Papua,Merauke
2014,138.0,-7.75,17.5085,0.0011,16150.0227,9.6897,Papua,Merauke
2015,138.0,-7.75,17.2984,0.0011,15997.2169,9.6802,Papua,Merauke
2016,138.0,-7.75,29.1546,0.002,14239.5148,9.5638,Papua,Merauke
2017,138.0,-7.75,24.0249,0.0016,14678.9931,9.5942,Papua,Merauke
2018,138.0,-7.75,23.8973,0.0014,17321.9284,9.7597,Papua,Merauke
2019,138.0,-7.75,24.7996,0.0015,16683.9696,9.7222,Papua,Merauke
2020,138.0,-7.75,23.8477,0.0015,15810.8338,9.6685,Papua,Merauke
2021,138.0,-7.75,12.7213,0.0008,16914.6505,9.7359,Papua,Merauke
2022,138.0,-7.75,3.7115,0.0002,18917.7494,9.8479,Papua,Merauke
2012,138.0,-7.5,0.1296,0.0,25175.2435,10.1336,Papua,Merauke
2013,138.0,-7.5,0.1333,0.0,21612.6066,9.981,Papua,Merauke
2014,138.0,-7.5,0.1376,0.0,22342.9805,10.0143,Papua,Merauke
2015,138.0,-7.5,0.1318,0.0,21415.0307,9.9718,Papua,Merauke
2016,138.0,-7.5,0.4071,0.0,39764.1633,10.5907,Papua,Merauke
2017,138.0,-7.5,0.2809,0.0,34327.6281,10.4437,Papua,Merauke
2018,138.0,-7.5,0.9568,0.0,133755.187,11.8038,Papua,Merauke
2019,138.0,-7.5,0.1622,0.0,19860.1967,9.8965,Papua,Merauke
2020,138.0,-7.5,0.1591,0.0,19558.008,9.8811,Papua,Merauke
2021,138.0,-7.5,0.148,0.0,29159.2133,10.2805,Papua,Merauke
2022,138.0,-7.5,0.1561,0.0,51464.745,10.8487,Papua,Merauke
2012,138.25,-8.5,3.0358,0.0002,14452.7559,9.5786,Papua,Merauke
2013,138.25,-8.5,3.1039,0.0002,14305.7376,9.5684,Papua,Merauke
2014,138.25,-8.5,3.1819,0.0002,15193.026,9.6286,Papua,Merauke
2015,138.25,-8.5,3.1369,0.0002,14987.9684,9.615,Papua,Merauke
2016,138.25,-8.5,5.8925,0.0004,15856.6923,9.6713,Papua,Merauke
2017,138.25,-8.5,4.332,0.0003,13794.3434,9.532,Papua,Merauke
2018,138.25,-8.5,4.2372,0.0003,14861.423,9.6065,Papua,Merauke
2019,138.25,-8.5,4.4681,0.0003,14988.5373,9.615,Papua,Merauke
2020,138.25,-8.5,4.2971,0.0003,14370.7414,9.5729,Papua,Merauke
2021,138.25,-8.5,2.0304,0.0001,14187.3946,9.5601,Papua,Merauke
2022,138.25,-8.5,1.04,0.0001,16586.9613,9.7164,Papua,Merauke
2012,138.25,-8.25,8.109,0.0005,15001.0027,9.6159,Papua,Merauke
2013,138.25,-8.25,8.2854,0.0006,15032.7811,9.618,Papua,Merauke
2014,138.25,-8.25,8.1216,0.0005,15011.3325,9.6166,Papua,Merauke
2015,138.25,-8.25,8.0615,0.0005,14853.7765,9.606,Papua,Merauke
2016,138.25,-8.25,9.9337,0.0007,14591.7992,9.5882,Papua,Merauke
2017,138.25,-8.25,10.2801,0.0007,15389.9895,9.6415,Papua,Merauke
2018,138.25,-8.25,10.5922,0.0006,16478.4038,9.7098,Papua,Merauke
2019,138.25,-8.25,11.3231,0.0007,16907.3831,9.7355,Papua,Merauke
2020,138.25,-8.25,10.7689,0.0007,16115.8939,9.6876,Papua,Merauke
2021,138.25,-8.25,7.695,0.0004,17549.9167,9.7728,Papua,Merauke
2022,138.25,-8.25,0.0,0.0,0.0,,Papua,Merauke
2012,138.25,-8.0,20.6486,0.0013,16198.809,9.6927,Papua,Merauke
2013,138.25,-8.0,20.8941,0.0013,16012.2139,9.6811,Papua,Merauke
2014,138.25,-8.0,22.6902,0.0015,15575.5777,9.6535,Papua,Merauke
2015,138.25,-8.0,22.9591,0.0015,15693.2708,9.661,Papua,Merauke
2016,138.25,-8.0,33.6676,0.0025,13708.7956,9.5258,Papua,Merauke
2017,138.25,-8.0,30.771,0.002,15093.4857,9.622,Papua,Merauke
